day
"0,180,5,50,2,20,5,170,16,17,4,58,2,10,10,160,5,10,16,17,10,78,8,30,16,5,11,155,2,30,0,450"
"0,45,2,25,10,50,6,15,5,31,10,29,4,285,16,5,10,258,0,127,10,330,0,240"
"0,120,1,20,2,15,6,26,16,9,11,50,2,60,5,5,1,55,16,20,10,220,16,35,8,44,16,16,0,15,16,20,11,50,16,20,5,15,2,5,16,10,2,50,5,5,2,15,10,180,0,360"
"0,225,1,45,6,60,16,8,8,27,15,55,5,80,10,220,2,15,4,390,0,315"
"0,210,2,60,16,1,7,11,16,18,2,45,16,15,12,60,10,60,2,30,5,60,16,5,10,233,16,12,8,80,16,12,6,3,10,135,16,25,10,41,0,324"
"0,240,10,75,4,495,16,10,1,15,10,35,16,45,8,20,16,17,6,68,4,300,2,35,1,5,10,20,4,60"
"0,240,6,25,16,20,4,315,10,20,16,10,10,150,16,15,1,5,0,40,16,19,7,47,16,4,2,35,10,379,1,56,0,60"
"0,360,1,30,2,30,10,15,2,40,5,65,2,30,4,12,16,3,5,5,11,180,2,155,5,5,10,153,1,7,0,350"
"0,360,5,90,16,26,7,15,16,4,9,30,16,5,6,32,16,42,5,116,2,5,5,110,10,5,16,65,7,55,10,15,16,2,10,23,15,110,0,330"
"4,60,2,15,5,57,10,3,5,15,16,17,7,38,13,65,5,260,16,16,8,54,16,5,2,10,10,15,4,291,2,9,3,120,10,30,0,360"
"0,420,1,60,4,180,16,15,8,40,16,77,6,10,16,23,10,17,16,28,7,32,10,57,15,31,0,450"
"0,135,1,10,5,5,2,21,1,4,16,5,6,20,1,51,16,9,5,90,1,50,5,25,2,55,4,120,2,5,4,175,16,4,10,111,4,65,16,26,5,44,2,20,16,5,8,15,16,10,1,15,0,345"
"0,120,1,15,10,105,3,445,5,185,2,45,5,30,10,110,1,10,6,15,0,360"
"0,135,1,45,10,10,16,10,10,10,16,5,4,505,16,5,1,55,16,2,5,61,6,17,5,25,2,86,10,19,3,15,10,75,0,360"
"0,210,5,30,2,10,16,15,4,95,10,25,16,5,8,15,16,10,7,165,16,11,13,302,16,4,10,23,8,62,16,8,5,59,6,1,10,30,0,360"
"1,120,5,50,16,40,4,150,1,60,16,35,5,95,10,60,5,80,1,15,16,5,5,180,10,168,16,6,5,6,0,370"
"0,180,10,30,1,60,6,90,16,50,8,220,16,20,10,17,15,113,10,60,2,20,4,580"
"0,60,2,5,1,25,5,30,16,40,2,5,16,30,6,6,16,19,8,25,10,55,5,60,16,5,8,20,16,5,5,5,16,20,5,45,2,45,16,5,2,30,4,178,16,2,5,52,16,13,5,83,1,32,5,60,10,100,0,95,2,15,4,60,16,60,5,25,1,5,0,120"
"0,240,5,51,16,4,4,155,2,45,5,35,16,17,8,13,16,20,0,110,11,300,10,45,6,15,10,30,1,30,0,330"
"0,30,1,20,5,70,2,45,5,35,10,100,4,180,16,10,8,40,2,10,4,360,16,15,10,45,2,20,10,135,0,325"
"0,330,2,25,10,60,5,72,2,53,4,270,2,15,10,105,0,510"
"0,150,2,25,16,30,4,10,16,24,10,166,5,85,10,144,2,11,3,55,16,5,6,21,16,9,7,3,16,52,8,13,16,7,2,100,3,200,10,90,0,240"
"0,105,1,85,5,15,16,5,4,270,2,42,5,28,10,10,4,310,2,50,10,160,0,300,10,60"
"0,60,1,15,16,1,4,349,16,5,11,165,16,1,5,4,10,6,4,144,10,90,2,30,5,90,2,23,10,97,0,360"
"0,150,6,50,16,1,5,99,10,82,4,98,2,40,10,140,5,25,10,355,16,35,5,47,10,27,5,8,10,103,0,180"
"0,240,1,15,16,5,4,580,16,5,10,10,16,15,10,132,6,3,10,165,1,5,0,265"
"0,240,5,105,4,135,2,24,10,45,2,111,4,30,16,5,10,85,16,15,4,37,5,68,2,15,10,165,0,360"
"6,30,0,30,1,28,4,362,16,20,8,15,16,15,8,13,16,7,2,20,4,180,16,15,6,51,5,139,2,12,14,33,10,50,0,420"
"0,120,1,45,6,45,1,90,4,15,2,10,5,20,10,70,5,20,1,20,16,20,4,104,16,7,5,64,16,5,3,65,16,30,10,30,1,45,16,60,5,40,2,5,0,510"
"0,255,5,35,16,5,6,5,1,55,10,5,5,40,16,15,8,41,16,24,4,270,16,3,10,147,2,35,5,65,1,55,0,385"
"0,180,5,15,1,15,16,1,6,9,16,20,4,240,16,4,2,14,16,37,2,65,4,125,16,10,8,42,16,42,10,146,2,25,6,45,3,240,0,165"
"0,90,5,35,2,50,16,15,4,170,16,5,1,2,2,23,10,60,5,120,13,4,16,6,9,20,16,50,10,130,16,6,5,54,4,405,16,10,7,85,16,25,1,20,0,55"
"0,165,1,75,6,10,5,20,2,15,13,225,16,10,5,16,10,4,16,15,2,90,4,375,10,30,1,25,10,5,1,30,0,330"
"0,120,1,30,6,10,1,17,15,33,16,2,10,28,1,19,12,26,1,15,5,120,1,80,14,10,10,270,2,45,5,87,2,38,10,40,6,20,16,15,1,5,10,365,0,45"
"0,240,2,5,1,55,5,80,10,70,2,10,0,140,2,60,16,40,10,70,5,20,1,12,10,28,16,15,6,20,16,36,5,69,10,65,0,405"
"0,150,16,20,4,310,2,60,4,900"
"5,90,6,90,5,5,16,5,11,110,5,10,1,40,16,10,4,30,2,75,10,75,4,30,10,360,6,50,10,160,0,300"
"0,30,1,15,16,45,4,240,2,20,16,10,12,195,10,125,5,5,2,55,14,2,10,48,4,35,16,3,5,12,2,35,4,55,16,2,8,13,16,5,2,15,10,17,16,8,1,90,0,360"
"1,30,16,60,4,120,1,84,10,6,5,225,10,340,0,95,2,30,4,90,16,19,8,11,16,10,10,50,0,270"
"1,60,16,40,4,50,16,30,12,45,16,15,4,180,2,15,4,135,2,50,1,20,5,8,10,139,2,53,10,120,5,20,2,40,16,15,7,30,5,6,15,9,1,15,10,30,0,315"
"0,90,1,30,16,30,6,35,5,15,2,6,5,19,16,10,4,410,16,10,6,25,1,10,16,5,8,20,16,25,10,5,16,65,2,120,10,212,0,298"
"0,240,1,45,16,5,5,20,12,50,16,5,12,190,10,195,5,22,1,38,2,20,16,5,11,140,0,465"
"0,180,1,5,16,10,4,615,16,25,3,125,10,132,1,18,0,330"
"0,280,10,140,16,35,5,105,10,40,7,60,16,80,2,38,16,12,10,275,5,5,1,10,10,105,0,255"
"0,420,1,60,11,121,10,179,16,15,10,23,16,12,10,130,16,5,2,65,10,50,0,360"
"0,150,1,15,16,35,3,280,16,10,8,10,16,32,4,98,16,10,6,25,5,23,14,2,16,2,10,188,3,140,10,35,1,40,0,345"
"0,180,1,1,6,4,5,27,10,88,4,420,16,30,10,75,16,15,7,5,16,17,8,18,16,60,2,100,10,15,1,5,10,50,0,320,5,10"
"0,360,12,135,16,12,5,185,6,53,16,18,6,47,2,25,1,25,2,40,10,210,0,330"
"0,150,1,20,4,640,16,28,5,17,6,5,16,5,2,35,16,37,8,18,16,9,10,56,14,35,10,25,0,360"
"1,60,5,15,15,105,16,40,9,51,16,44,4,195,1,15,16,5,2,5,10,49,1,26,16,10,15,115,4,135,16,10,2,42,10,98,0,420"
"0,180,1,15,16,15,4,510,16,15,10,10,14,15,10,20,2,58,5,2,2,5,10,25,5,52,16,28,10,15,5,95,0,380"
"0,90,1,90,16,5,6,45,16,10,4,15,10,165,5,5,1,30,5,15,16,20,10,290,2,25,10,5,2,50,16,5,8,15,16,20,12,90,10,22,16,8,2,30,10,205,0,95,1,17,0,73"
"1,30,16,20,10,150,16,5,4,215,2,25,16,5,0,150,10,420,0,420"
"1,60,16,20,5,10,6,50,2,25,10,35,16,40,1,30,16,20,9,20,16,10,4,220,2,50,5,10,1,85,11,35,10,330,0,390"
"0,360,14,65,1,45,16,5,2,90,4,396,2,24,10,215,5,30,1,30,0,180"
"0,210,1,30,7,35,16,10,4,150,10,215,16,10,5,70,2,30,5,23,2,42,10,40,2,25,10,70,11,30,16,65,2,85,1,15,0,285"
"0,90,1,5,2,120,10,175,2,50,10,40,11,60,5,30,4,195,2,25,16,114,4,256,0,280"
"0,120,1,45,5,20,2,35,10,140,1,12,11,28,16,15,2,50,16,10,8,10,16,30,5,80,10,73,16,7,10,60,5,45,2,10,0,650"
"0,60,5,20,10,35,5,25,2,15,1,70,10,195,16,75,10,110,5,80,10,95,5,1,2,10,16,49,10,22,2,8,6,20,12,115,16,15,1,40,0,380"
"5,79,1,26,16,5,4,370,16,10,2,20,10,5,2,20,3,35,2,32,16,8,8,5,16,16,7,59,16,3,5,47,2,10,10,30,0,50,5,10,10,210,0,390"
"0,240,2,15,16,10,4,95,2,75,10,150,4,135,10,10,5,10,2,85,10,285,0,330"
"0,240,1,30,2,45,5,35,2,10,10,20,5,55,10,45,2,10,4,20,2,30,4,30,2,5,16,9,2,1,5,75,12,230,16,25,5,15,2,5,5,40,10,195,0,270"
